PROSPECTID,Total_TL,Total_TL_opened_L6M,Tot_TL_closed_L6M,pct_tl_closed_L6M,pct_active_tl,pct_tl_open_L12M,pct_tl_closed_L12M,Tot_Missed_Pmnt,Auto_TL,CC_TL,Home_TL,PL_TL,Secured_TL,Unsecured_TL,Other_TL,Age_Oldest_TL,time_since_recent_payment,num_times_delinquent,num_deliq_6mts,num_deliq_12mts,num_deliq_6_12mts,num_times_60p_dpd,num_std,num_std_6mts,num_sub,num_sub_6mts,num_sub_12mts,num_dbt,num_dbt_6mts,num_lss,recent_level_of_deliq,CC_enq,CC_enq_L6m,PL_enq,time_since_recent_enq,enq_L3m,NETMONTHLYINCOME,Time_With_Curr_Empr,pct_of_active_TLs_ever,pct_opened_TLs_L6m_of_L12m,CC_Flag,PL_Flag,pct_PL_enq_L6m_of_ever,pct_CC_enq_L6m_of_ever,HL_Flag,GL_Flag,AGE,MARITALSTATUS_Married,MARITALSTATUS_Single,EDUCATION_1,EDUCATION_2,EDUCATION_3,EDUCATION_4,GENDER_F,GENDER_M,last_prod_enq2_AL,last_prod_enq2_CC,last_prod_enq2_ConsumerLoan,last_prod_enq2_HL,last_prod_enq2_PL,last_prod_enq2_others,first_prod_enq2_AL,first_prod_enq2_CC,first_prod_enq2_ConsumerLoan,first_prod_enq2_HL,first_prod_enq2_PL,first_prod_enq2_others
16400,2,1,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,2,0,7,35,1,0,1,1,0,0,0,0,0,0,0,0,0,26,0,0,2,25,2,23000,66,1.0,0.5,0,0,0.0,0.0,0,0,25,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
16401,1,1,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,1,0,5,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,149,0,30500,366,1.0,1.0,0,0,1.0,0.0,0,0,60,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
16402,3,2,0,0.0,1.0,0.667,0.0,1,0,1,0,0,0,3,1,13,68,5,2,5,3,0,0,0,0,0,0,0,0,0,3,2,0,0,170,0,28000,51,1.0,1.0,1,0,0.0,0.0,0,0,26,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
16403,2,0,1,0.5,0.5,0.5,0.5,0,0,0,0,0,0,2,0,13,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,0,13500,93,0.5,0.0,0,0,0.0,0.0,0,0,28,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
16405,6,3,0,0.0,1.0,1.0,0.0,4,1,0,0,0,1,5,2,9,58,1,0,1,1,0,0,0,0,0,0,0,0,0,27,0,0,0,1,1,25000,38,1.0,0.5,0,0,0.0,0.0,0,0,27,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
16406,3,1,0,0.0,1.0,0.333,0.0,0,0,0,0,0,2,1,0,20,45,0,0,0,0,0,39,10,0,0,0,0,0,0,0,0,0,0,2,1,15000,24,1.0,1.0,0,0,0.0,0.0,1,0,23,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
16407,1,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,85,951,1,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,2549,0,22000,69,0.0,0.0,0,0,0.0,0.0,0,0,39,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
16410,12,0,0,0.0,0.0,0.0,0.0,0,2,0,0,0,12,0,0,73,599,1,0,0,0,0,0,0,0,0,0,0,0,0,52,2,0,1,357,0,20000,64,0.0,0.0,0,0,0.0,0.0,1,0,27,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
16411,9,1,0,0.0,0.778,0.333,0.0,3,2,1,2,0,6,3,3,173,118,3,1,2,1,0,77,16,0,0,0,0,0,0,3,1,0,1,102,0,50000,278,0.778,0.333,1,0,0.0,0.0,1,1,43,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
16412,3,2,1,0.333,0.667,0.667,0.333,1,0,0,0,0,0,3,0,16,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471,0,20000,61,0.667,1.0,0,0,0.0,0.0,0,0,28,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
16413,1,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,13,131,2,0,2,2,0,0,0,0,0,0,0,0,0,26,0,0,0,3,1,19000,24,1.0,0.0,0,0,0.0,0.0,0,0,27,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
16414,1,1,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,1,0,4,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,124,0,23800,50,1.0,1.0,0,0,1.0,0.0,0,0,25,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
16415,1,0,0,0.0,1.0,1.0,0.0,0,0,0,0,1,0,1,0,11,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,330,0,38000,63,1.0,0.0,0,1,0.0,0.0,0,0,28,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
16417,2,0,1,0.5,0.0,0.0,0.5,0,0,0,0,0,0,2,0,19,127,8,0,2,2,0,0,0,0,0,0,0,0,0,17,0,0,0,383,0,25000,146,0.0,0.0,0,0,0.0,0.0,0,0,38,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
16418,2,0,1,0.5,0.0,0.0,0.5,0,2,0,0,0,2,0,0,45,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,734,0,35000,126,0.0,0.0,0,0,0.0,0.0,0,0,33,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
16419,2,0,2,1.0,0.0,0.0,1.0,0,0,0,0,0,0,2,1,24,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712,0,18000,128,0.0,0.0,0,0,0.0,0.0,0,0,24,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
16420,9,0,1,0.111,0.222,0.111,0.111,0,0,1,0,7,0,9,1,165,58,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,12,65,1,31000,64,0.222,0.0,1,1,0.083,0.0,0,0,36,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
16421,5,1,0,0.0,1.0,0.8,0.0,1,1,0,0,0,1,4,0,16,50,1,0,1,1,0,0,0,0,0,0,0,0,0,26,0,0,0,226,0,22000,99,1.0,0.25,0,0,0.0,0.0,0,0,32,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
16422,6,6,1,0.167,0.833,1.0,0.167,1,0,0,0,2,3,3,4,4,57,1,1,1,0,0,1,1,0,0,0,0,0,0,8,0,0,7,83,2,17000,130,0.833,1.0,0,1,1.0,0.0,0,0,32,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
16426,3,0,0,0.0,0.333,0.333,0.667,1,0,0,1,0,1,2,1,23,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,25000,66,0.333,0.0,0,0,0.0,0.0,0,1,36,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
16427,1,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,1,23,331,0,0,0,0,0,16,2,0,0,0,0,0,0,0,0,0,0,3,1,30000,125,1.0,0.0,0,0,0.0,0.0,0,0,27,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
16431,1,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,1,16,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487,0,13000,26,1.0,0.0,0,0,0.0,0.0,0,0,26,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
16432,23,0,2,0.087,0.174,0.043,0.087,2,0,0,2,1,14,9,10,191,61,1,0,0,0,0,44,1,0,0,0,0,0,0,15,0,0,2,1218,0,35000,120,0.174,0.0,0,1,0.0,0.0,1,1,60,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
16433,2,0,0,0.0,1.0,1.0,0.0,0,0,0,0,1,0,2,1,12,57,1,1,1,0,0,0,0,0,0,0,0,0,0,26,0,0,0,197,0,23000,111,1.0,0.0,0,1,0.0,0.0,0,0,37,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
16434,13,2,3,0.231,0.538,0.615,0.385,0,1,0,0,1,1,12,3,26,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,1,15000,125,0.538,0.25,0,1,0.2,0.0,0,0,25,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
16436,2,0,0,0.0,1.0,0.5,0.0,1,0,0,0,1,0,2,1,39,168,0,0,0,0,0,43,9,0,0,0,0,0,0,0,0,0,1,317,0,15000,320,1.0,0.0,0,1,0.0,0.0,0,0,51,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
16437,5,2,1,0.2,0.4,0.4,0.2,2,2,0,0,0,4,1,0,55,767,12,0,0,0,11,2,1,0,0,0,0,0,0,91,1,0,1,62,6,34000,101,0.4,1.0,0,0,0.0,0.0,1,0,33,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
16438,5,2,0,0.0,1.0,1.0,0.0,2,1,0,0,1,2,3,1,10,49,0,0,0,0,0,7,5,0,0,0,0,0,0,0,1,1,4,4,7,40000,53,1.0,0.4,0,1,1.0,1.0,0,0,27,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
16439,2,0,0,0.0,0.0,0.0,0.0,0,2,0,0,0,2,0,0,86,380,10,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,970,0,15000,305,0.0,0.0,0,0,0.0,0.0,0,0,28,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
16440,1,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,1,0,0,69,1323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2075,0,31000,106,1.0,0.0,0,0,0.0,0.0,0,0,32,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
16442,8,2,0,0.0,0.375,0.25,0.0,1,0,0,0,0,7,1,2,86,74,0,0,0,0,0,30,7,0,0,0,0,0,0,0,0,0,1,147,0,22000,99,0.375,1.0,0,0,1.0,0.0,1,0,39,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
16444,1,0,0,0.0,1.0,1.0,0.0,0,1,0,0,0,1,0,0,8,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,0,13000,45,1.0,0.0,0,0,0.0,0.0,0,0,32,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
16445,21,2,1,0.048,0.381,0.333,0.048,3,2,0,0,0,2,19,2,71,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,41,1,18000,105,0.381,0.286,0,0,0.0,0.0,0,0,30,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
16446,2,0,0,0.0,1.0,1.0,0.0,0,0,0,0,0,1,1,1,11,44,2,2,2,0,0,0,0,0,0,0,0,0,0,15,0,0,1,14,1,15000,119,1.0,0.0,0,0,0.0,0.0,0,0,30,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
16447,6,0,1,0.167,0.5,0.167,0.167,0,3,0,0,1,3,3,1,102,47,0,0,0,0,0,28,5,0,0,0,0,0,0,0,0,0,1,6,1,30000,188,0.5,0.0,0,1,0.0,0.0,0,0,42,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
16449,1,0,0,0.0,1.0,1.0,0.0,0,1,0,0,0,1,0,0,7,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,30000,122,1.0,0.0,0,0,0.0,0.0,0,0,23,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
16450,1,0,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,1,0,8,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,0,25000,122,1.0,0.0,0,0,0.0,0.0,0,0,21,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
16451,1,0,1,1.0,0.0,1.0,1.0,0,0,0,0,0,0,1,0,11,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,16000,144,0.0,0.0,0,0,1.0,0.0,0,0,31,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
16452,2,1,0,0.0,0.5,0.5,0.0,0,0,0,0,0,0,2,0,20,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,30000,54,0.5,1.0,0,0,0.0,0.0,0,0,39,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
16453,10,0,0,0.0,0.2,0.0,0.0,0,5,0,0,1,6,4,1,171,95,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,6,329,0,30000,185,0.2,0.0,0,1,0.0,0.0,0,0,53,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
16457,1,1,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,1,0,4,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,18000,305,1.0,1.0,0,0,0.0,0.0,0,0,52,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
16458,22,1,0,0.0,0.409,0.182,0.0,1,5,1,2,4,15,7,3,135,48,2,0,2,2,0,49,15,0,0,0,0,0,0,22,1,0,5,278,0,45000,178,0.409,0.25,1,1,0.0,0.0,1,1,36,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
16459,13,1,0,0.0,0.385,0.154,0.0,0,1,0,0,3,8,5,5,169,68,1,0,0,0,0,49,7,0,0,0,0,0,0,7,0,0,3,13,1,34500,66,0.385,0.5,0,1,0.0,0.0,1,0,42,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
16461,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,73,1939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,27000,104,0.0,0.0,0,0,0.0,0.0,1,0,36,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
16462,7,0,1,0.143,0.143,0.143,0.429,0,1,0,0,0,7,0,6,32,105,1,0,0,0,0,31,0,0,0,0,0,0,0,30,0,0,2,72,1,12000,128,0.143,0.0,0,0,1.0,0.0,0,0,31,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
16463,1,1,1,1.0,0.0,1.0,1.0,0,0,0,0,1,0,1,0,3,82,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,105,0,13946,52,0.0,1.0,0,1,1.0,0.0,0,0,21,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
16465,3,3,0,0.0,1.0,1.0,0.0,2,0,0,0,0,0,3,2,4,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,25000,77,1.0,1.0,0,0,0.0,0.0,0,0,28,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
16466,4,4,1,0.25,0.75,1.0,0.25,1,0,0,0,1,1,3,2,4,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,11,3,13,35000,39,0.75,1.0,0,1,1.0,1.0,0,0,32,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
16467,2,0,0,0.0,0.5,0.0,0.0,0,1,0,0,0,2,0,1,65,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2,24000,81,0.5,0.0,0,0,0.0,0.0,0,0,22,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
16468,4,0,1,0.25,0.25,0.5,0.5,0,1,0,0,0,1,3,0,50,38,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,68,3,16900,126,0.25,0.0,0,0,1.0,0.0,0,0,23,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
16469,2,0,1,0.5,0.5,1.0,0.5,0,1,0,0,0,1,1,0,12,36,1,0,1,1,0,0,0,0,0,0,0,0,0,16,0,0,3,1,5,17000,30,0.5,0.0,0,0,1.0,0.0,0,0,22,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
16470,1,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,1,69,583,15,0,0,0,1,0,0,0,0,0,0,0,0,39,0,0,0,1,1,16000,366,1.0,0.0,0,0,0.0,0.0,0,0,27,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
16471,10,0,0,0.0,0.4,0.1,0.1,0,0,0,1,0,4,6,6,83,63,6,1,1,0,1,43,5,0,0,0,0,0,0,23,0,0,0,850,0,21000,130,0.4,0.0,0,0,0.0,0.0,1,1,44,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
16473,3,0,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,3,0,11,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,0,25000,78,1.0,0.0,0,0,0.0,0.0,0,0,25,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
16474,6,2,1,0.167,0.5,0.333,0.167,0,2,0,0,0,6,0,1,124,34,3,0,0,0,1,4,4,0,0,0,0,0,0,30,0,0,0,1405,0,40000,32,0.5,1.0,0,0,0.0,0.0,1,0,48,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
16475,1,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,1,0,0,26,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,797,0,25000,202,1.0,0.0,0,0,0.0,0.0,0,0,28,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
16476,5,3,0,0.0,0.8,0.8,0.0,0,1,0,0,0,1,4,0,56,28,0,0,0,0,0,34,4,0,0,0,0,0,0,0,0,0,1,65,1,16000,126,0.8,0.75,0,0,0.0,0.0,0,0,29,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
16480,1,0,1,1.0,0.0,0.0,1.0,0,1,0,0,0,1,0,0,21,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,657,0,45000,186,0.0,0.0,0,0,0.0,0.0,0,0,29,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
16482,3,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,2,3,64,694,20,0,0,0,17,18,0,0,0,0,0,0,0,25,0,0,0,2,1,18000,76,1.0,0.0,0,0,0.0,0.0,0,0,28,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
16484,16,5,5,0.312,0.625,0.625,0.312,3,2,0,0,0,2,14,4,46,64,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,176,0,18000,246,0.625,0.5,0,0,0.0,0.0,0,0,33,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
16485,7,0,0,0.0,0.429,0.143,0.0,0,1,0,1,0,4,3,5,66,47,6,3,3,0,3,37,5,0,0,0,0,0,0,2,0,0,0,6,1,45000,41,0.429,0.0,0,0,0.0,0.0,0,1,30,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
16486,2,0,0,0.0,1.0,0.5,0.0,0,0,0,0,0,1,1,1,83,46,0,0,0,0,0,33,4,0,0,0,0,0,0,0,0,0,0,0,2,33000,120,1.0,0.0,0,0,0.0,0.0,0,0,40,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
16487,8,0,2,0.25,0.375,0.0,0.5,1,3,0,0,1,3,5,1,39,117,10,0,1,1,0,15,4,0,0,0,0,0,0,5,0,0,4,6,3,19500,54,0.375,0.0,0,1,0.75,0.0,0,0,26,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
16488,12,5,1,0.083,0.583,0.583,0.25,1,1,0,0,1,1,11,1,91,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,30000,126,0.583,0.714,0,1,1.0,0.0,0,0,34,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
16490,2,1,0,0.0,1.0,1.0,0.0,0,1,1,0,0,1,1,0,6,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,147,0,14500,32,1.0,0.5,1,0,0.0,1.0,0,0,21,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
16491,2,0,1,0.5,0.5,0.5,0.5,0,1,0,0,0,1,1,0,26,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,16000,68,0.5,0.0,0,0,0.0,0.0,0,0,36,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
16492,36,1,1,0.028,0.028,0.056,0.083,0,4,0,0,0,35,1,0,91,39,3,0,0,0,2,0,0,0,0,0,0,0,0,31,0,0,0,150,0,30000,185,0.028,0.5,0,0,0.0,0.0,1,0,33,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
16493,3,0,0,0.0,0.333,0.0,0.0,1,1,0,0,0,3,0,2,56,514,2,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,7,1,28000,188,0.333,0.0,0,0,0.0,0.0,0,0,45,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
16494,1,0,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,1,0,9,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,111,0,28000,125,1.0,0.0,0,0,1.0,0.0,0,0,33,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
16495,2,0,0,0.0,0.0,0.0,0.5,0,0,0,0,0,2,0,0,35,1043,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,63,1,22000,75,0.0,0.0,0,0,0.0,0.0,1,0,42,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
16496,9,0,0,0.0,0.222,0.0,0.0,1,2,0,0,0,9,0,0,94,504,1,0,0,0,0,14,4,0,0,0,0,0,0,7,0,0,0,231,0,35000,185,0.222,0.0,0,0,0.0,0.0,1,0,44,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
16497,22,0,0,0.0,0.045,0.0,0.0,0,2,0,0,4,11,11,5,141,702,1,0,0,0,0,12,0,1,0,0,0,0,0,22,0,0,1,9,2,35000,185,0.045,0.0,0,1,0.0,0.0,1,0,41,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
16498,2,1,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,2,0,10,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,0,20000,50,1.0,0.5,0,0,0.0,0.0,0,0,31,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
16499,1,1,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,1,0,5,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,13800,64,1.0,1.0,0,0,0.0,0.0,0,0,28,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
16500,5,2,1,0.2,0.8,1.0,0.2,2,1,0,1,1,3,2,1,11,43,0,0,0,0,0,7,5,0,0,0,0,0,0,0,3,2,4,5,8,35000,122,0.8,0.4,0,1,1.0,0.667,0,1,43,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
16501,2,0,0,0.0,1.0,0.5,0.0,1,0,1,1,0,1,1,0,23,78,13,3,6,3,0,5,4,0,0,0,0,0,0,3,2,0,2,158,0,30000,29,1.0,0.0,1,0,0.5,0.0,0,1,34,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
16502,1,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,1,0,0,17,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,28000,58,1.0,0.0,0,0,0.0,0.0,0,0,22,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
16503,4,2,2,0.5,0.5,0.5,0.5,1,0,0,0,1,2,2,3,21,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,85,1,16500,76,0.5,1.0,0,1,1.0,0.0,0,0,23,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
16504,47,7,5,0.106,0.298,0.362,0.191,4,3,0,0,3,31,16,6,75,65,2,0,0,0,0,137,7,0,0,0,0,0,0,27,1,1,5,42,4,15000,63,0.298,0.412,0,1,0.6,1.0,1,0,35,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
16505,1,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,41,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1244,0,38000,306,0.0,0.0,0,0,0.0,0.0,0,0,46,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
16506,4,0,1,0.25,0.25,0.25,0.5,0,2,0,0,0,3,1,0,33,73,6,1,1,0,0,0,0,0,0,0,0,0,0,22,1,0,1,276,0,100000,182,0.25,0.0,0,0,0.0,0.0,1,0,39,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
16507,6,1,0,0.0,1.0,0.167,0.0,1,0,0,0,0,0,6,1,42,101,1,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,1,173,0,16500,39,1.0,1.0,0,0,1.0,0.0,0,0,30,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
16508,4,1,0,0.0,0.5,0.25,0.0,0,1,0,0,0,1,3,1,121,690,12,0,0,0,10,0,0,0,0,0,0,0,0,26,0,0,1,1,3,22000,105,0.5,1.0,0,0,1.0,0.0,0,0,32,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
16509,14,5,1,0.071,0.5,0.571,0.429,1,0,1,0,5,1,13,4,37,76,2,1,1,0,1,3,1,0,0,0,0,0,0,86,9,5,17,6,4,29500,125,0.5,0.625,1,1,0.353,0.556,0,0,31,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
16510,1,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,12,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,24000,89,1.0,0.0,0,0,0.0,0.0,0,0,27,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
16511,9,3,2,0.222,0.778,0.667,0.222,1,0,0,0,0,3,6,1,18,37,2,0,2,2,0,4,4,0,0,0,0,0,0,28,0,0,1,0,2,15000,116,0.778,0.5,0,0,1.0,0.0,1,0,30,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
